year,agricultureOutputCurrentPrices,agricultureOutputCurrentPrices_state,fishingOutputCurrentPrices,fishingOutputCurrentPrices_state,industryOutputCurrentPrices,industryOutputCurrentPrices_state,servicesOutputCurrentPrices,servicesOutputCurrentPrices_state,grossDomesticProductOutputCurrentPrices,grossDomesticProductOutputCurrentPrices_state,foreignIncomeOutputCurrentPrices,foreignIncomeOutputCurrentPrices_state,grossNationalProductOutputCurrentPrices,grossNationalProductOutputCurrentPrices_state,grossDomesticProductPrimaryCompositionShare,grossDomesticProductPrimaryCompositionShare_state,grossDomesticProductSecondaryCompositionShare,grossDomesticProductSecondaryCompositionShare_state,grossDomesticProductTertiaryCompositionShare,grossDomesticProductTertiaryCompositionShare_state,wagesIncomeCurrentPrices,wagesIncomeCurrentPrices_state,capitalIncomeCurrentPrices,capitalIncomeCurrentPrices_state,profitIncomeCurrentPrices,profitIncomeCurrentPrices_state,depreciationIncomeCurrentPrices,depreciationIncomeCurrentPrices_state,indirectTaxesIncomeCurrentPrices,indirectTaxesIncomeCurrentPrices_state,grossNationalIncomeCurrentPrices,grossNationalIncomeCurrentPrices_state,grossDomesticIncomeCurrentPrices,grossDomesticIncomeCurrentPrices_state,grossNationalIncomeWagesCompositionShare,grossNationalIncomeWagesCompositionShare_state,grossNationalIncomeCapitalCompositionShare,grossNationalIncomeCapitalCompositionShare_state,grossNationalIncomeProfitCompositionShare,grossNationalIncomeProfitCompositionShare_state,publicConsumptionExpenditureCurrentPrices,publicConsumptionExpenditureCurrentPrices_state,publicInvestmentExpenditureCurrentPrices,publicInvestmentExpenditureCurrentPrices_state,privateConsumptionExpenditureCurrentPrices,privateConsumptionExpenditureCurrentPrices_state,privateInvestmentExpenditureCurrentPrices,privateInvestmentExpenditureCurrentPrices_state,stockBuildingExpenditureCurrentPrices,stockBuildingExpenditureCurrentPrices_state,goodsBalanceExpenditureCurrentPrices,goodsBalanceExpenditureCurrentPrices_state,servicesBalanceExpenditureCurrentPrices,servicesBalanceExpenditureCurrentPrices_state,indirectTaxesExpenditureCurrentPrices,indirectTaxesExpenditureCurrentPrices_state,grossDomesticExpenditureCurrentPrices,grossDomesticExpenditureCurrentPrices_state,foreignIncomeExpenditureCurrentPrices,foreignIncomeExpenditureCurrentPrices_state,grossNationalExpenditureCurrentPrices,grossNationalExpenditureCurrentPrices_state,grossDomesticExpenditureInvestmentCompositionShare,grossDomesticExpenditureInvestmentCompositionShare_state,grossDomesticExpenditureConsumptionCompositionShare,grossDomesticExpenditureConsumptionCompositionShare_state,grossDomesticExpenditureStockBuildingCompositionShare,grossDomesticExpenditureStockBuildingCompositionShare_state,grossDomesticExpenditureNetExportsCompositionShare,grossDomesticExpenditureNetExportsCompositionShare_state,expenditureDeflator,expenditureDeflator_state,outputDeflator,outputDeflator_state,incomeDeflator,incomeDeflator_state,population,grossDomesticIncomePerCapitaCurrentPrices,grossDomesticIncomePerCapitaCurrentPrices_state,grossDomesticProductPerCapitaCurrentPrices,grossDomesticProductPerCapitaCurrentPrices_state,grossDomesticExpenditurePerCapitaCurrentPrices,grossDomesticExpenditurePerCapitaCurrentPrices_state,grossDomesticIncomePerCapitaConstantPrices,grossDomesticIncomePerCapitaConstantPrices_state,grossDomesticProductPerCapitaConstantPrices,grossDomesticProductPerCapitaConstantPrices_state,grossDomesticExpenditurePerCapitaConstantPrices,grossDomesticExpenditurePerCapitaConstantPrices_state
1890,249.99585098661984,,6.918959107806676,,375.7876996786328,,608.240876501393,,1240.9433862744522,,97.31215866201033,,1338.2555449364625,,0.20703185410072056,,0.30282420925487896,,0.4901439366444006,,620.0241973778831,,473.5714286256152,,144.0234257411319,,83.19670958512161,,82.79498857066869,,1403.6107499004204,,1306.2985912384102,,0.5009814583121162,,0.38264717075746163,,0.11637137093042232,,68.86831869542968,,13.754981253620292,,945.0489541323248,,138.6020187463797,,23.6,,95.19139598405434,,4.898776001624459,,82.79498857066869,,1372.7594333841018,,97.31215866201033,,1470.071592046112,,0.11810945690215152,,0.7860040460063973,,0.018295077895277383,,0.07759141919617388,,86.00289921187085,,89.00809988100599,,86.00289921187085,,4559247,286.51630219604465,,272.1816533024976,,301.0934554289561,,333.14725994318246,,305.79425205837947,,350.09686671981007,
1891,247.96254674656586,,7.2684014869888305,,380.94990500349354,,623.364285056256,,1259.5451382933043,,105.34828121525928,,1364.8934195085635,,0.20263739700460048,,0.30245037944387154,,0.494912223551528,,633.5941553500462,,568.4623184844561,,145.01648321072182,,92.11481481481482,,83.39323376465691,,1522.581005624696,,1417.2327244094367,,0.4703488048188729,,0.42199816684863606,,0.1076530283324909,,71.44819306159361,,11.49701599363619,,986.8713089717301,,145.49298400636383,,30.2,,33.96499999999992,,14.07309190381087,,83.39323376465691,,1376.9408277017912,,105.34828121525928,,1482.2891089170505,,0.1213639148152052,,0.8181527351553772,,0.023346647731824936,,0.037136702297592784,,87.60556794440284,,90.11508267093926,,87.60556794440284,,4610839,307.36981369538967,,273.170487690701,,298.63129632194733,,350.8564819652284,,303.1351462975402,,340.88163952257906,
1892,240.5746278211404,,7.408178438661692,,360.33312083137866,,600.819077479819,,1209.1350045709999,,112.83592451023762,,1321.9709290812375,,0.20509108190758749,,0.2980090059994786,,0.4968999120929339,,645.7463238885701,,608.0175435867826,,139.62989875446135,,90.41911021233568,,84.04791747878211,,1567.8607939209319,,1455.0248694106942,,0.46343419895999916,,0.4363573013764306,,0.10020849966357036,,72.91496454451156,,10.024515549169854,,948.3354356342918,,137.83148445083015,,17.6,,58.5475,,14.956271852599649,,84.04791747878211,,1344.258089510185,,112.83592451023762,,1457.0940140204227,,0.11732646131689502,,0.8103810164717152,,0.01396592440737848,,0.05832659780401139,,82.16376869993252,,84.10709822490736,,82.16376869993252,,4653772,312.65495374734604,,259.8182731279057,,288.85344823729764,,380.52654922534344,,308.91360968504256,,351.5581780239529,
1893,227.74320109738295,,6.709293680297382,,342.56827331939866,,609.0489325293161,,1186.069700626395,,103.1224684552507,,1289.1921690816457,,0.19767176807051032,,0.2888264265906795,,0.5135018053388103,,663.6686787044147,,462.2639312882704,,139.47943550149316,,86.0227434982152,,78.68652191106985,,1430.1213109034632,,1326.9988424482124,,0.5244684378243245,,0.36530704202973163,,0.11022452014594394,,72.44560716209516,,9.214635675550934,,902.3769223844039,,125.07236432444907,,-21.1,,83.95499999999993,,10.364338195605871,,78.68652191106985,,1261.0153896531747,,103.1224684552507,,1364.1378581084255,,0.11357838217758151,,0.8244935534798529,,-0.017846134502572622,,0.07977419884513821,,81.21232480232979,,83.240740308487,,81.21232480232979,,4714154,281.4924676725055,,251.59757204079352,,267.4955866213057,,346.6129905253373,,302.2529245996402,,329.3780682579744,
1894,226.07922348653992,,7.757620817843848,,389.5581857236939,,606.0756598817126,,1229.47068990979,,97.25261419233941,,1326.7233041021295,,0.19019310197751935,,0.3168503234121644,,0.4929565746103164,,675.1912898937082,,466.1494895086623,,142.2479593561075,,84.96388467374811,,80.79597698078497,,1449.348600413011,,1352.0959862206714,,0.5260183963181008,,0.36316109313917383,,0.11082051054272538,,73.46587576953485,,8.97003981084418,,965.9300405853293,,129.57296018915582,,-34.8,,-13.0825,,5.269347051304102,,80.79597698078497,,1216.121740386953,,97.25261419233941,,1313.3743545792925,,0.12202929279464929,,0.9155045625288214,,-0.03065199533180164,,-0.006881859991668933,,79.51261955296613,,81.52883431555274,,79.51261955296613,,4772655,283.3005918551983,,257.60728355805946,,254.81031844685043,,356.2963884826885,,315.97076754587835,,320.46525429477566,
1895,230.5685436057125,,7.617843866170986,,355.161070704356,,616.0750417661914,,1209.422499942431,,100.73017097092983,,1310.1526709133607,,0.19694224928279513,,0.2936617027724074,,0.5093960479447974,,686.0893240826306,,518.2461710639976,,142.97018297035473,,88.5809095452274,,83.10384274564176,,1518.9904304078518,,1418.260259436922,,0.5092306335719751,,0.3846537422660515,,0.1061156241619736,,75.48737825328705,,7.565917084938515,,947.1534274621998,,134.39608291506147,,28.2,,-25.6975,,7.444865215358206,,83.10384274564176,,1257.654013676487,,100.73017097092983,,1358.3841846474168,,0.12086499454296906,,0.8706659204732239,,0.02400919151682653,,-0.015540106533019666,,75.68401403527481,,79.7381885637075,,75.68401403527481,,4832527,293.48211803822767,,250.2670962712533,,260.24769518649083,,387.7729290381473,,313.8610254123096,,343.86085159964506,
1896,244.51771284165739,,6.359851301115226,,392.3095597739647,,636.3874441593027,,1279.5745680760401,,92.12393734543112,,1371.6985054214713,,0.1960632622762974,,0.30659374573522413,,0.4973429919884784,,704.9131638531682,,450.538418876375,,147.96556296889796,,96.46931931931931,,86.17459389780436,,1486.061058915565,,1393.9371215701337,,0.5408193118983698,,0.34565942328075805,,0.11352126482087209,,80.11705814028741,,8.684624568147523,,1019.0471856477054,,146.76637543185248,,17.3,,-77.7975,,-1.7921503067064037,,86.17459389780436,,1278.5001873790911,,92.12393734543112,,1370.6241247245223,,0.1303763006094021,,0.9218658475481629,,0.014509459575960634,,-0.06675160773352598,,77.03620646349907,,80.92255300410496,,77.03620646349907,,4900232,284.46349511005474,,261.12530347053774,,260.9060524846765,,369.2594796251265,,322.68544895919393,,338.6797772918605,
1897,235.87006779471824,,7.757620817843848,,405.5270531540063,,639.0172858670562,,1288.1720276336246,,97.92657209556694,,1386.0985997291914,,0.18912667204869119,,0.3148081501963372,,0.49606517775497166,,727.6464786294583,,451.65440198612293,,156.7225242916454,,107.72731503024663,,87.65324834891544,,1531.4039682863888,,1433.4773961908218,,0.544636026552234,,0.33805874981470535,,0.11730522363306069,,81.28810910291672,,9.954983403007965,,1017.7304611589403,,154.15801659699204,,-16.5,,-41.5975,,-0.8922359149662498,,87.65324834891544,,1291.795082695806,,97.92657209556694,,1389.721654791373,,0.13629042303726002,,0.9126986031989738,,-0.013702704722446061,,-0.035286321513787515,,77.84121328082573,,79.42341165306132,,77.84121328082573,,4969566,288.45122414931643,,259.21217821307226,,259.941226798438,,370.56362817557635,,326.36746875765954,,333.9377893053321,
1898,256.4926378833635,,7.967286245353141,,418.51796318608,,678.6738119095619,,1361.6516992243585,,93.96925041185752,,1455.620949636216,,0.19421994940362627,,0.3073605118140576,,0.4984195387823162,,763.0995211575561,,399.09223071003004,,160.6044762182242,,109.76187183033655,,90.41623128392598,,1522.9743312000728,,1429.0050807882153,,0.5768836536991195,,0.3017034840563068,,0.1214128622445737,,80.0771233981934,,12.080402755921595,,1099.7671061496305,,152.4095972440784,,-22.5,,-72.68500000000006,,1.5045936793597576,,90.41623128392598,,1341.0700545111094,,93.96925041185752,,1435.039304922967,,0.13152320565858144,,0.9433819396188766,,-0.017990589867579076,,-0.0569145554098788,,78.70356048551803,,82.68471067849488,,78.70356048551803,,5036267,283.74291529583627,,270.3692435735354,,266.2825570032545,,360.5210660679663,,326.98819570744973,,338.33609986711116,
1899,256.0239996173369,,7.967286245353141,,437.06502035698423,,692.7676840296938,,1393.823990249368,,103.70216742410472,,1497.5261576734729,,0.18940073331314922,,0.3135726055904585,,0.4970266610963922,,778.2796588658085,,497.3788185879616,,171.43783043193238,,114.67511999999999,,93.08290912799868,,1654.854337013701,,1551.1521695895963,,0.5378216049786786,,0.34370816640024665,,0.11847022862107479,,83.89295298338862,,12.752366564202783,,1087.148067646337,,191.5426334357972,,5.1,,-45.545,,-5.533816003170223,,93.08290912799868,,1422.440113754554,,103.70216742410472,,1526.1422811786588,,0.1536795372146727,,0.8809077173194363,,0.0038364406363094092,,-0.03842369517041836,,79.26520550230222,,83.43186955128613,,79.26520550230222,,5103979,303.910374550835,,273.08576117757696,,278.69239151543417,,383.40955861397225,,327.31588378192737,,351.5948640382187,
1900,265.34099201862443,,10.343494423791798,,464.9506401954786,,725.980604595386,,1466.615731233281,,123.64378315028556,,1590.2595143835665,,0.18797322336819097,,0.31702280992479226,,0.49500396670701674,,796.4061414201042,,643.1529808763678,,179.29201223687085,,121.52837680031142,,97.02198079028123,,1837.4014921239354,,1713.7577089736499,,0.49195761390974335,,0.3972897613354461,,0.11075262475481068,,91.21061805679253,,16.335403537475504,,1135.2586183996937,,200.8915964625245,,-45.6,,-47.0825,,-3.404857449665478,,97.02198079028123,,1444.630859797102,,123.64378315028556,,1568.2746429473875,,0.16119439652259857,,0.9101077141613867,,-0.03383771115667249,,-0.03746439952731266,,83.76588092493958,,88.6312972598461,,83.76588092493958,,5179233,330.89025131204755,,283.1723792370957,,278.9275670349455,,395.01793290820837,,319.49479246241987,,332.98469968325793,
1901,284.6675948693038,,9.784386617100349,,473.10457370546453,,733.2353342800365,,1500.791889471905,,93.66456193873006,,1594.456451410635,,0.19619774303951973,,0.3152366274260313,,0.488565629534449,,820.8269758816314,,464.05337384853607,,186.9656381382475,,122.69019683519876,,99.83549233176225,,1694.3716770353758,,1600.7071150966458,,0.5576853710559657,,0.3152866384618111,,0.12702799048222327,,92.16932255239098,,13.94270389165464,,1214.073205947255,,207.70829610834537,,0.4,,-73.1725,,8.745388355843978,,99.83549233176225,,1563.7019091872523,,93.66456193873006,,1657.3664711259823,,0.15141477217308205,,0.8923235846243172,,0.0002732489764053978,,-0.044011605773804786,,82.6562171771362,,86.35728289805151,,82.6562171771362,,5263232,304.1300697169811,,285.1464441377285,,297.09917958912933,,367.945788113211,,330.1938580841597,,359.439603862383,
1902,289.61108362892736,,14.956133828996245,,479.0353350402198,,748.9922122276873,,1532.5947647258308,,114.61565801592722,,1647.210422741758,,0.19872651562424481,,0.3125649036951496,,0.4887085806806055,,844.7329680565236,,616.5164170652347,,191.99111078738437,,119.28946069792032,,102.32835518909862,,1874.8583117961614,,1760.2426537802341,,0.5109558894466785,,0.3729139339320398,,0.11613017662128189,,94.79768057661309,,21.61158027793887,,1236.2895590187534,,192.78041972206114,,42.3,,-88.31500000000005,,4.063932770670668,,102.32835518909862,,1605.8565275551357,,114.61565801592722,,1720.472185571063,,0.14259260580573,,0.8853091442248749,,0.02813382600835096,,-0.05603557603895584,,82.23544745463859,,84.54591356153128,,82.23544745463859,,5347190,329.19022024282555,,286.6168519775491,,300.3178356398661,,400.302096519154,,339.00733921214726,,365.19268142308414,
1903,277.88063080613705,,13.13903345724904,,506.3566533899132,,764.3839222573324,,1561.7602399106318,,130.8456004952971,,1692.6058404059288,,0.18634080752372018,,0.3242217598130737,,0.4894374326632061,,857.6977534454193,,695.3899950987263,,197.8892703037366,,126.54220735785954,,104.99259379366664,,1982.5118199994083,,1851.6662195041113,,0.4898395262833159,,0.397143987392983,,0.11301648632370109,,102.61757385165119,,10.70685719889821,,1280.2993321793344,,221.1431428011018,,45.7,,-98.4075,,1.5436794681209278,,104.99259379366664,,1668.5956792927732,,130.8456004952971,,1799.4412797880702,,0.14827931854968987,,0.8844424258663794,,0.029227366218334386,,-0.061949110634403656,,84.59351364137568,,86.14985319372737,,84.59351364137568,,5430942,340.9475224563457,,287.5670997610786,,307.2387219920178,,403.0421574658229,,333.7987113157572,,363.1941844791085,
1904,293.36566080956106,,12.44014869888473,,532.0416281425134,,804.3066192307018,,1642.154056881661,,117.77191775548229,,1759.9259746371433,,0.18622236338114967,,0.32399008236341986,,0.48978755425543047,,876.9686799365979,,600.0849284157916,,207.54901114429308,,129.12904564315355,,107.70340740699669,,1921.435072546833,,1803.6631547913507,,0.520578960157746,,0.3562174969163245,,0.12320354292592965,,111.00913867874785,,14.485296297654806,,1327.569129960587,,216.3617037023452,,16.3,,4.787499999999909,,5.075025173277709,,107.70340740699669,,1803.2912012196093,,117.77191775548229,,1921.0631189750916,,0.13614570760793765,,0.8484245250460436,,0.009613185503859195,,0.0058165818421594346,,86.96594951385443,,89.34194463612043,,86.96594951385443,,5509660,327.36378556777566,,298.04998073958484,,327.29627621661035,,376.4275413512547,,333.60588014230996,,376.3499140137247,
1905,301.16074014758107,,14.536802973977661,,555.849445021171,,839.4216561086575,,1710.9686442513873,,128.86573420624035,,1839.8343784576277,,0.18451392676438452,,0.32487412723123044,,0.49061194600438507,,902.2725154814382,,622.8411544235105,,221.27125981499015,,129.4562100302928,,109.5593854620277,,1985.4005252122593,,1856.5347910060188,,0.5166515698381182,,0.3566459741057163,,0.12670245605616545,,110.64217086825222,,13.97409335936994,,1420.721370797446,,221.82890664063007,,-33.2,,-99.07000000000005,,0.09649222841107985,,109.5593854620277,,1744.552419356137,,128.86573420624035,,1873.4181535623775,,0.14422263282576886,,0.936617777519459,,-0.020305896913167035,,-0.0605345134320609,,84.46962558131321,,88.62108630059346,,84.46962558131321,,5591412,332.03326655342494,,305.9993869618957,,312.0057007704203,,393.08007377610414,,345.2895916034902,,369.3702897618191,
1906,310.26716562085994,,16.63345724907059,,583.3834522756301,,912.643243722156,,1822.9273188677166,,126.61265191111035,,1949.539970778827,,0.1793272937908352,,0.32002562375223487,,0.5006470824569299,,926.0781759227312,,613.9741927224777,,243.09981790370745,,139.91436100131753,,115.54525442917839,,2038.6118019794121,,1911.9991500683018,,0.5193489276510088,,0.34431956921789914,,0.13633150313109219,,114.43847161163424,,12.370486271601559,,1510.0629587082824,,258.4325137283984,,10.4,,-164.06,,2.528055273554564,,115.54525442917839,,1859.7177400226497,,126.61265191111035,,1986.33039193376,,0.15526159381413285,,0.9313880615237229,,0.005962713026321649,,-0.09261236836417738,,89.67900438128781,,92.50031420811791,,89.67900438128781,,5672232,337.0805619495644,,321.37742582950005,,327.8634830209077,,375.87455868310104,,347.433874771958,,365.596702687434,
1907,307.6719463013057,,13.418587360594763,,580.3654968549488,,910.1496319831772,,1811.6056625000265,,136.75871007689184,,1948.3643725769184,,0.17724085340890006,,0.32035972776439714,,0.5023994188267028,,943.5434393891628,,594.8237885880457,,239.25012746740472,,148.19598754756137,,116.3384511046224,,2042.1517940967972,,1905.3930840199052,,0.5307910819497855,,0.3346185762454315,,0.13459034180478288,,116.28650046091268,,12.717813046182393,,1503.4752915249053,,248.4441869538176,,64.5,,-197.5775,,-1.8500341799270004,,116.3384511046224,,1862.3347089105134,,136.75871007689184,,1999.0934189874054,,0.14957764017672617,,0.9277006091761584,,0.03694165993291076,,-0.11421990928579534,,91.17506712213574,,93.61520764448304,,91.17506712213574,,5747263,331.530518791276,,315.2118952099506,,324.03853954665266,,363.6197145291556,,336.71013838586174,,355.40257854987817,
1908,305.50519820780875,,11.391821561338263,,569.3404705040631,,891.9313999047815,,1778.1688901779917,,144.15249392149298,,1922.3213840994847,,0.1782153661103733,,0.3201835740400751,,0.5016010598495516,,951.4549690406658,,651.9931297896123,,243.09981790370745,,155.56872623574145,,114.82986877160286,,2116.9465117413297,,1972.7940178198367,,0.515261456482276,,0.35308757703011656,,0.13165096648760755,,122.66635777956583,,15.967395024888408,,1482.210553079822,,240.9476049751116,,71,,-153.2425,,-0.34521636272241807,,114.82986877160286,,1894.034063268268,,144.15249392149298,,2038.186557189761,,0.14439882774258014,,0.9020195185147962,,0.03990548146166316,,-0.08632382771903942,,89.74207347574121,,90.08054194949366,,89.74207347574121,,5825198,338.66557288178643,,305.254669485568,,325.1450102242478,,377.37658576981,,338.8685979006633,,362.310561402551,
1909,334.4625936874943,,13.628252788104056,,589.7737153396084,,942.4636763676215,,1880.3282381828283,,142.27847649227348,,2022.6067146751018,,0.18512238417054117,,0.31365466058711794,,0.501222955242341,,972.8175073160604,,634.774437222019,,248.11390414451157,,153.05373599003738,,120.86281634746075,,2129.622401020089,,1987.3439245278155,,0.5242304474099095,,0.34206630198027355,,0.133703250609817,,122.63837737698208,,13.957247178253068,,1538.6029891090404,,243.30575282174692,,11.3,,-139.295,,-1.030290643344422,,120.86281634746075,,1910.3418921901387,,142.27847649227348,,2052.620368682412,,0.14376418448975328,,0.9283379665692557,,0.0063146868563851485,,-0.07841683791539404,,89.45803964454669,,90.47484095670893,,89.45803964454669,,5898429,336.92766743955303,,318.78458453646357,,323.87299943597503,,376.6320710562228,,352.34611209650865,,362.0390081460031,
1910,368.2032715458414,,14.536802973977661,,622.2227151907879,,995.5277998278442,,2000.4905895384513,,168.12820802585074,,2168.618797564302,,0.19132310670260338,,0.3110350623215607,,0.49764183097583586,,1003.4136244898763,,663.5565481778574,,257.658154271979,,156.0505487985761,,126.17726074117837,,2206.8561364794673,,2038.7279284536166,,0.5213544924205552,,0.34477126772469185,,0.13387423985475297,,125.2979165183263,,15.102458981846796,,1647.1899889017109,,260.1725410181532,,44.6,,-178.355,,5.945213528396543,,126.17726074117837,,2046.1303796896123,,168.12820802585074,,2214.258587715463,,0.14337589667333606,,0.9231933258822673,,0.023229733872058084,,-0.08979895642766161,,91.15490245101387,,92.67466031962344,,91.15490245101387,,5945525,342.9012456349299,,336.46996514831767,,344.14629148638886,,376.1742225759093,,363.0657657528761,,377.5400798342482,
1911,400.96669181692056,,14.676579925650524,,676.8234420551889,,1109.4762335972223,,2201.942947394982,,180.41503126586957,,2382.3579786608516,,0.1887620531832124,,0.307375557961621,,0.5038623888551667,,1034.9604044123816,,737.5397141940568,,279.31944060018935,,165.53408151210868,,130.066302456883,,2347.419943175619,,2167.00491190975,,0.5044110237513124,,0.35945642046576437,,0.1361325557829233,,127.68774352308878,,14.392289225276294,,1802.2462292515327,,276.9737107747237,,63,,-323.805,,12.54014087353086,,130.066302456883,,2103.1014161050352,,180.41503126586957,,2283.5164473709046,,0.14767400639984696,,0.9781549043018112,,0.03193050116757054,,-0.15775941186922862,,92.90042881019932,,98.6244389496827,,92.90042881019932,,6022476,359.81960109259876,,365.6208754331245,,349.2087666443229,,387.3174814162914,,370.7203603152166,,375.8957532454189,
1912,383.2668278030761,,16.074349442379145,,721.7629736288677,,1188.8619080877568,,2309.96605896208,,225.84633913963177,,2535.8123981017116,,0.17287750860932055,,0.31245609468096347,,0.5146663967097159,,1080.4076585910768,,961.429267936782,,333.7573166290334,,177.25363881401614,,135.8090063992576,,2688.656888370166,,2462.8105492305344,,0.45479469471829453,,0.4047110615401866,,0.14049424374151884,,138.1369508674283,,24.36655945794615,,1905.2872653613601,,319.39844054205383,,20.2,,-356.4325,,-1.229643829862539,,135.8090063992576,,2185.536078798183,,225.84633913963177,,2411.382417937815,,0.1677125723853908,,0.9969250266267107,,0.009854970582185197,,-0.17449256959428647,,94.29328214691324,,100.4691703682703,,94.29328214691324,,6114300,402.79517675458095,,377.7973045094418,,357.4466543673328,,427.172718547444,,376.03306877584805,,379.0796610626138,
1913,364.8549993526096,,18.8,,782.252692727084,,1248.4818529960794,,2414.3895450757727,,278.2116291047723,,2692.601174180545,,0.15890352082375714,,0.3239960570250622,,0.5171004221511808,,1142.6076221450871,,1155.15891761017,,372.2,,199.2,,142.3543809161848,,3011.5209206714417,,2733.3092915666693,,0.4279482926590625,,0.43264921129538114,,0.13940249604555635,,146.43570071727498,,22.89076282520319,,2020.3172934207564,,396.9342371747968,,24.6,,-522.075,,10.138193141581965,,142.3543809161848,,2241.595568195798,,278.2116291047723,,2519.8071973005704,,0.19998893054496858,,1.0321601001673875,,0.011718520077189848,,-0.24386755078954608,,100,,100,,100,,6212701,439.9550681043027,,388.62155849376506,,360.808538539968,,439.9550681043027,,388.62155849376506,,360.808538539968,
