year,agricultureValueAddedCurrentPrices,agricultureValueAddedCurrentPrices_state,fisheriesValueAddedCurrentPrices,fisheriesValueAddedCurrentPrices_state,industryValueAddedCurrentPrices,industryValueAddedCurrentPrices_state,servicesValueAddedCurrentPrices,servicesValueAddedCurrentPrices_state,grossDomesticProductValueAddedCurrentPrices,grossDomesticProductValueAddedCurrentPrices_state,agricultureValueAddedPriceIndex,agricultureValueAddedPriceIndex_state,fisheriesValueAddedPriceIndex,fisheriesValueAddedPriceIndex_state,industryValueAddedPriceIndex,industryValueAddedPriceIndex_state,servicesValueAddedPriceIndex,servicesValueAddedPriceIndex_state,grossDomesticProductValueAddedPriceIndex,grossDomesticProductValueAddedPriceIndex_state,agricultureValueAddedConstant1913Prices,agricultureValueAddedConstant1913Prices_state,fisheriesValueAddedConstant1913Prices,fisheriesValueAddedConstant1913Prices_state,industryValueAddedConstant1913Prices,industryValueAddedConstant1913Prices_state,servicesValueAddedConstant1913Prices,servicesValueAddedConstant1913Prices_state,grossDomesticProductValueAddedConstant1913Prices,grossDomesticProductValueAddedConstant1913Prices_state,housingValueAddedAdjustmentCurrentPrices,housingValueAddedAdjustmentCurrentPrices_state,servicesValueAddedHousingAdjustmentNominal,servicesValueAddedHousingAdjustmentNominal_state,servicesValueAddedHousingAdjustmentReal,servicesValueAddedHousingAdjustmentReal_state,grossDomesticProductValueAddedHousingAdjustmentNominal,grossDomesticProductValueAddedHousingAdjustmentNominal_state,grossDomesticProductValueAddedHousingAdjustmentReal,grossDomesticProductValueAddedHousingAdjustmentReal_state,agricultureEmployment,industryEmployment,servicesEmployment,totalEmployment,agricultureLabourInputManHours,industryLabourInputManHours,servicesLabourInputManHours,totalLabourInput,agricultureRealValueAddedProductivity,agricultureRealValueAddedProductivity_state,industryRealValueAddedProductivity,industryRealValueAddedProductivity_state,servicesRealValueAddedProductivity,servicesRealValueAddedProductivity_state,grossDomesticProductRealValueAddedProductivity,grossDomesticProductRealValueAddedProductivity_state,agricultureRealValueAddedPerWorker,agricultureRealValueAddedPerWorker_state,industryRealValueAddedPerWorker,industryRealValueAddedPerWorker_state,servicesRealValueAddedPerWorker,servicesRealValueAddedPerWorker_state,grossDomesticProductRealValueAddedPerWorker,grossDomesticProductRealValueAddedPerWorker_state,agricultureRealValueAddedPerManHour,agricultureRealValueAddedPerManHour_state,industryRealValueAddedPerManHour,industryRealValueAddedPerManHour_state,servicesRealValueAddedPerManHour,servicesRealValueAddedPerManHour_state,grossDomesticProductRealValueAddedPerManHour,grossDomesticProductRealValueAddedPerManHour_state,agricultureNominalValueAddedPerManHour,agricultureNominalValueAddedPerManHour_state,industryNominalValueAddedPerManHour,industryNominalValueAddedPerManHour_state,servicesNominalValueAddedPerManHour,servicesNominalValueAddedPerManHour_state,agricultureRelativeProductivityWorkerGdp100,agricultureRelativeProductivityWorkerGdp100_state,industryRelativeProductivityWorkerGdp100,industryRelativeProductivityWorkerGdp100_state,servicesRelativeProductivityWorkerGdp100,servicesRelativeProductivityWorkerGdp100_state,relativeProductivityWorkerGdp100StandardDeviationSeries,relativeProductivityWorkerGdp100StandardDeviationSeries_state,relativeProductivityWorkerGdp100StandardDeviationFiveYearAverage,relativeProductivityWorkerGdp100StandardDeviationFiveYearAverage_state,agricultureRelativeProductivityWorkerIndustry100,agricultureRelativeProductivityWorkerIndustry100_state,agricultureRelativeProductivityWorkerIndustry100FiveYearAverage,agricultureRelativeProductivityWorkerIndustry100FiveYearAverage_state,agricultureRelativeProductivityManHourGdp100,agricultureRelativeProductivityManHourGdp100_state,industryRelativeProductivityManHourGdp100,industryRelativeProductivityManHourGdp100_state,servicesRelativeProductivityManHourGdp100,servicesRelativeProductivityManHourGdp100_state,relativeProductivityManHourGdp100StandardDeviationSeries,relativeProductivityManHourGdp100StandardDeviationSeries_state,relativeProductivityManHourGdp100StandardDeviationFiveYearAverage,relativeProductivityManHourGdp100StandardDeviationFiveYearAverage_state,agricultureRelativeProductivityManHourIndustry100,agricultureRelativeProductivityManHourIndustry100_state,agricultureRelativeProductivityManHourIndustry100FiveYearAverage,agricultureRelativeProductivityManHourIndustry100FiveYearAverage_state
1874,297.31507541601314,,2.725650557620811,,334.4378344915018,,514.2254544000218,,1148.7040148651577,,100.07619193611526,,53.3,,140.6,,114.80699470179673,,116.72068421877458,,297.0887177699642,,5.113790914860809,,237.86474714900555,,447.90428992213157,,984.1477734247107,,59.591010194476375,,454.63444420554544,,395.99890702341537,,1089.1130046706812,,933.093403247457,,579673,472253,451275,1503201,1541178.3360000616,1436893.8275068249,1373065.4162242324,4351137.579731119,302.20250868482503,,237.86474714900555,,395.99890702341537,,933.093403247457,,521.3327318761181,,503.68075406404097,,877.5112891771433,,620.7376147617364,,0.1960853599001102,,0.16554093461569674,,0.28840498227124933,,0.21444814974228374,,0.19468267815933146,,0.23275055406966963,,0.37450907169017555,,71.43996736966042,,97.742803031424,,139.0481365795308,,34.08038117764266,,35.745142885245556,,73.08974692151267,,73.19694295856473,,77.77807384807637,,92.98664860052807,,132.28206899818733,,28.125066807485137,,29.666014326432155,,83.64434574065794,,84.10508316386004,
1875,284.5923715378511,,2.306319702602225,,325.2591542328676,,503.7240071576451,,1115.881852630966,,92.50111035671318,,56.2,,118.6,,107.2773520537942,,106.16959577630097,,307.66373553828055,,4.103771712815347,,274.2488652890958,,469.55298347134146,,1051.0371113987528,,60.807277451414095,,442.91672970623097,,412.87067701310383,,1055.0745751795519,,993.7633909830371,,583032,476575,457117,1516724,1551256.872000066,1453797.2770415104,1394440.434117157,4399494.583158733,311.7675072510959,,274.2488652890958,,412.87067701310383,,993.7633909830371,,534.7348125850655,,575.4579348247303,,903.2056935382054,,655.2038412941558,,0.20097735770164735,,0.1886431276355081,,0.2960834087362785,,0.22588126254028446,,0.18494595989802076,,0.22373074937571263,,0.361237378688435,,70.73910755564836,,98.11189703442676,,139.28941455783374,,34.50604329518205,,33.62913187277589,,72.10043806494387,,71.25565085030165,,77.1195485030018,,93.29219404201679,,132.44688446263177,,28.44807653150619,,27.510512163898152,,82.66452439554463,,81.64602691373724,
1876,295.0247733772005,,3.2148698884758287,,326.12784786648115,,494.4890971876271,,1118.8565883197846,,98.42994656078406,,61.3,,109.1,,105.66125020273243,,104.84072187379546,,299.73070562931986,,5.244485951836589,,298.92561674287913,,467.99474380517927,,1067.196570495418,,65.15737903907144,,429.3317181485557,,406.328448059053,,1053.6992092807131,,1005.0476479445924,,587930,482183,464233,1534346,1565447.280000071,1468536.7973887026,1413868.2679857016,4447852.345374475,304.9751915811564,,298.92561674287913,,406.328448059053,,1005.0476479445924,,518.7270450243335,,619.9422558300046,,875.2683416712147,,655.033250612699,,0.19481664791748374,,0.20355337181500494,,0.287387769610204,,0.22596245781175434,,0.19051401288049943,,0.2220767286501704,,0.3497419868486842,,73.86630947581374,,98.48784644475107,,134.6677539244634,,30.583278206114365,,31.71110507066545,,75.00043116208322,,72.06561722874362,,80.41936366220473,,93.74254907660308,,128.17925243579862,,24.645489051419144,,25.68803018068753,,85.7874726624821,,82.34232408743665,
1877,294.1142652068695,,3.2148698884758287,,354.19760187917916,,500.61294192575554,,1152.1396789002802,,100.8357814393614,,62.2,,113.4,,102.31168860026604,,105.2375749834605,,291.6764872633412,,5.1686011068743225,,312.3435642673537,,489.3018078136322,,1094.7987722839055,,69.35363363005946,,431.2593082956961,,421.515189706853,,1082.7860452702207,,1028.8968036752985,,593421,488311,471900,1553632,1581237.9840000758,1485243.1053319054,1435327.5298040106,4501808.619135992,296.84508837021554,,312.3435642673537,,421.515189706853,,1028.8968036752985,,500.2268008213655,,639.6406475941637,,893.229899781422,,662.2525821271051,,0.18772954569386394,,0.21029793920339707,,0.2936717794052271,,0.22855187563987764,,0.18803566452608758,,0.23847786305665233,,0.34877958621340777,,71.89191699263078,,104.07696436968604,,131.1275697774746,,29.65489023314068,,31.94845014850427,,69.07572432384507,,70.29522753734241,,78.17800930905531,,99.14993863017936,,124.91996259594968,,23.411984650746767,,25.969662514261728,,78.84826797589102,,80.15023285665265,
1878,277.9651447756842,,4.193308550185864,,327.82152045369617,,484.9903528629336,,1094.9703266425,,97.06953502339941,,69.5,,104.6,,96.53647715115964,,99.05746189256134,,286.35672840987485,,6.033537482281819,,313.4048952712201,,502.39077204311224,,1105.3890395759536,,73.88365210414092,,411.10670075879267,,425.8563321251818,,1021.086674538359,,1030.8023797801718,,598194,493881,479077,1571152,1595136.6000000807,1496843.0936362965,1451975.473383256,4543955.167019634,292.39026589215666,,313.4048952712201,,425.8563321251818,,1030.8023797801718,,488.78836279226584,,634.5757283054422,,888.909991765795,,656.0806209584889,,0.18330108273620072,,0.20937725310263638,,0.2932944391497823,,0.2268513534776515,,0.1768867025719652,,0.2190086067453576,,0.3340210366865598,,72.5782692325363,,102.1340927483221,,132.0397910024445,,29.730932441247493,,30.933941588739582,,71.06174567133328,,70.97878324333496,,78.71665218746828,,97.46139236341132,,125.99888570198794,,23.8095338622804,,25.109710253603346,,80.76700966260756,,80.63433612670556,
1879,239.357565054782,,3.704089219330846,,313.43984390243685,,481.0070574438887,,1037.5085556204385,,93.68503716433395,,73.5,,101.2,,96.71206824300134,,97.29173889713567,,255.49177574101,,5.039577169157614,,309.7231659114989,,497.35991193497944,,1066.389158402619,,77.86809926567688,,403.13895817821185,,416.8445215805685,,959.6404563547617,,986.3534841014276,,603657,500056,486890,1590603,1610896.2480000858,1509883.6521897393,1470129.8482863163,4590909.748476142,260.53135291016764,,309.7231659114989,,416.8445215805685,,986.3534841014276,,431.58839027820045,,619.3769616032982,,856.1369540975754,,620.1129283054462,,0.16173068453888023,,0.20513048502930448,,0.28354265581810406,,0.2148492429912889,,0.1508859770304089,,0.20759205084965612,,0.327186784218131,,66.73896341598036,,103.89360316084894,,137.2388792930601,,35.267106566836766,,31.348916340726884,,64.23779846450655,,68.79299598380065,,72.18369111787129,,99.31181659139233,,131.18654079654354,,29.53322847535614,,25.620757646693544,,72.68388958673793,,77.85444881799575,
1880,288.4622382593921,,3.7739776951672774,,321.6307369147229,,506.5979829268695,,1120.4649357961518,,97.35723217403725,,75.6,,98.6,,98.38458947952016,,98.35948180688091,,296.2925627792424,,4.992033988316505,,326.19750194190965,,514.9159900009782,,1139.15294714146,,82.4,,424.1979829268695,,431.1630359703549,,1038.0649357961518,,1055.3786139645279,,607244,504706,493265,1605215,1621668.4320000906,1518583.8744040057,1484159.6390926437,4624411.94549674,301.2845967675589,,326.19750194190965,,431.1630359703549,,1055.3786139645279,,496.15080061319486,,646.3119161292111,,874.10020165703,,657.4686966945412,,0.1857868050104228,,0.21480374409344458,,0.290509878192046,,0.2282189879282397,,0.18020713124083498,,0.21179649167613634,,0.3413365850836527,,74.41825654370723,,98.5434507052784,,132.98326334062787,,29.433500496358615,,31.54905453413621,,75.51821659490668,,67.63962693933824,,80.27937190024345,,94.35192273113833,,127.32684412255372,,24.14831522821427,,25.998684878314513,,85.0850407458092,,76.22236695925555,
1881,264.593689762183,,4.402973977695157,,350.11000216711057,,515.0596563526859,,1134.1663222596746,,94.00435440495067,,61.7,,101.3,,97.62085783839267,,97.80405733286433,,281.4696100378179,,7.1361004500731875,,345.6169814087962,,527.6123031057011,,1159.6311576315043,,84.56612797430866,,430.4935283783773,,440.98519303225305,,1049.600194285366,,1073.166311202385,,611776,510170,500479,1622425,1634981.220000096,1529773.0739997374,1500714.072372571,4665468.366372405,288.6057104878911,,345.6169814087962,,440.98519303225305,,1073.166311202385,,471.75062520904885,,677.4545375243473,,881.1262671006237,,661.4581944942818,,0.17651928166359865,,0.22592696085645414,,0.2938502417952758,,0.2300232746057212,,0.164525843140793,,0.22886401134758805,,0.34320971984916254,,67.96654371234506,,106.0792226811253,,132.96014961388326,,32.65815196605085,,31.875895458502793,,64.07149486441172,,66.74428223368662,,73.1316667816303,,101.72995498255068,,127.50875895228668,,27.20072601687014,,26.507721883428957,,71.88803611893299,,74.88128700468829,
1882,280.4689299290653,,4.752416356877312,,376.95308911972194,,528.7454712448585,,1190.919906650523,,94.56322266973197,,70.9,,106.5,,98.52399623691291,,99.99524631394078,,296.5940901872822,,6.702984988543458,,353.9465625537295,,536.6666918112273,,1190.9765219354147,,87.88284853054043,,440.86262271431815,,447.4672562552279,,1103.0370581199825,,1103.0894955315523,,617031,516270,508367,1641668,1650246.492000101,1541696.638220488,1518096.5287199237,4710039.658940513,303.2970751758256,,353.9465625537295,,447.4672562552279,,1103.0894955315523,,491.54268614676675,,685.5842147591949,,880.2051593734997,,671.932141901744,,0.1837889531328312,,0.22958249617919274,,0.29475547028128535,,0.23419961941035627,,0.17283560223797473,,0.24450535843084029,,0.348295026858867,,68.79712206118256,,108.66899404560246,,129.0687661109854,,30.655581200187324,,31.676833827041882,,63.30887910153301,,67.00665985729856,,73.80192125233015,,104.4053712026287,,124.00475917562805,,25.301620808851627,,26.526011131901527,,70.6878586821901,,74.8428477656805,
1883,275.3273917779217,,6.010408921933071,,354.7066283472559,,534.25534780177,,1170.2997768488808,,95.7715274730791,,73.6,,92.5,,89.05266053844659,,91.52590077740558,,287.4835549170027,,8.16631647001776,,383.46662524027664,,599.9319330511373,,1278.654202699511,,90.77461814649638,,443.4807296552736,,497.9982933399393,,1079.5251587023845,,1179.4750442585976,,621031,521352,515299,1657682,1662174.4920001063,1552068.8311202717,1534049.0045256275,4748292.327646006,295.6498713870205,,383.46662524027664,,497.9982933399393,,1179.4750442585976,,476.0629845966151,,735.5234567821292,,966.4258873778899,,711.5206923032268,,0.17786933490434143,,0.2470680536529384,,0.3246299771850736,,0.2483998378514596,,0.1692588847042882,,0.22853794962896798,,0.3482648508787223,,69.56379430808752,,104.47363696690184,,132.15509379425512,,31.365137063080436,,32.75716313466119,,66.58502214307514,,64.03613579960447,,74.44853481630268,,100.52243655938253,,127.15697871359566,,26.354718887852602,,27.75833822911228,,74.06160988977123,,71.18098931991138,
1884,262.6850271556763,,5.94052044609664,,345.177262408638,,544.4239496612673,,1158.2267596716783,,85.39493223422222,,77.6,,89,,90.73798319171465,,88.99789938810419,,307.6119627745365,,7.65530985321732,,387.8396206838629,,599.9956473696222,,1301.4090980067463,,91.922405860397,,452.5015438008703,,498.6903255771157,,1066.3043538112813,,1198.1230581199625,,625215,526617,522460,1674292,1674612.0960001117,1559902.0721777158,1547588.5446728258,4782102.712850653,315.2672726277538,,387.8396206838629,,498.6903255771157,,1198.1230581199625,,504.2541727689736,,736.4737953462629,,954.5043172245065,,715.5998225637836,,0.18826286599791334,,0.24863074907158483,,0.3222370230729146,,0.2505431459889641,,0.16041060986206743,,0.22128136667371054,,0.35178856262234964,,67.46335645371511,,102.91941879651614,,135.99315167941194,,34.27179840953218,,32.986012593327,,65.54968658256625,,63.7348763735661,,71.94006193912482,,99.23904184498282,,131.1300649377656,,29.62467471771901,,28.227760465884966,,72.491693391699,,70.50040792098665,
1885,241.3586660786861,,4.8921933085501745,,343.04239924075625,,520.5323303884104,,1109.8255890164028,,78.58757734538734,,77.2,,87.3,,83.30418269118962,,83.41945521821829,,307.1206343693868,,6.337037964443231,,392.94661997795674,,624.857376391333,,1330.4157718522524,,93.21438689135346,,427.31794349705694,,512.960969896474,,1016.6112021250493,,1218.6739885386207,,629880,532317,530100,1692297,1688356.5000001169,1570554.3332899066,1564013.2704328054,4822924.103722829,313.45767233383003,,392.94661997795674,,512.960969896474,,1218.6739885386207,,497.6466506855751,,738.1816097888227,,967.668307671145,,720.1300885947447,,0.18565846273213527,,0.25019613244123484,,0.32797737691479023,,0.2526836338971046,,0.14585240699296578,,0.218421223621198,,0.3328183591718278,,65.07911368459894,,107.27515700310445,,134.18841373688602,,34.835147034455154,,34.12253610522402,,60.665596306436164,,62.9433083774047,,69.19411155434426,,103.6216187629351,,129.61827359753207,,30.30995071426802,,29.633900673391672,,66.77574851696355,,69.29574735793223,
1886,241.50363370442048,,4.6825278810408815,,333.6499437561154,,514.5153395128835,,1094.3514448544602,,76.3371678766037,,58.7,,86.1,,80.50644969131129,,81.03627843926954,,316.3644138525056,,7.97704920109179,,387.5144526784152,,639.0982852749162,,1350.44632593116,,94.45408876991553,,420.061250742968,,521.7734136253972,,999.8973560845446,,1233.8885439240535,,634177,537738,537510,1709425,1701133.2120001223,1578926.8912618551,1578257.428937809,4858317.532199787,324.3414630535974,,387.5144526784152,,521.7734136253972,,1233.8885439240535,,511.4368118894211,,720.6380294463385,,970.7231746858611,,721.814963466694,,0.19066200152088622,,0.24542900296588105,,0.3306009552424908,,0.2539744542727251,,0.14471892021672178,,0.21131437155362356,,0.32600216547636346,,66.36632675693302,,106.07546872761502,,133.60438241822158,,33.80239925937989,,35.66617961582677,,62.56519773421998,,60.04590467721084,,70.31626426967699,,102.67377045028852,,129.3198687321933,,29.547837200733575,,31.428909447608454,,68.48512912430928,,65.77330292920155,
1887,240.66548619617717,,4.962081784386605,,352.0924200157414,,543.3073756642256,,1141.0273636605307,,74.3560336806388,,80.3,,85.1,,84.42764802907965,,82.35192603101683,,323.66638493634827,,6.179429370344465,,413.7396239902955,,643.518312244222,,1385.550306656795,,95.472729401053,,447.83464626317254,,530.4360084849499,,1045.5546342594778,,1269.6177061671667,,639353,543937,545750,1729040,1716287.5200001278,1590874.4644106177,1596177.018574016,4903339.002984761,329.8458143066927,,413.7396239902955,,530.4360084849499,,1269.6177061671667,,515.9056332052759,,760.6388680863694,,971.9395483004121,,734.2905347286163,,0.19218563933079705,,0.2600705670032717,,0.33231653025478836,,0.25892921239880107,,0.14311562900634825,,0.22132005251978418,,0.3403804022624023,,63.53231931533101,,107.04499913826268,,135.7007519056637,,36.338198759672444,,35.96281139231001,,59.351039120725915,,58.33419604374093,,67.11695617326974,,103.79249539948718,,131.57755879546778,,32.33232184638515,,31.922836956951848,,64.66455586691806,,63.59133643922799,
1888,229.48333657658088,,5.381412639405192,,384.81484474718854,,558.6785623324319,,1178.3581562956065,,74.51289613601368,,79.7,,85.2,,87.32856934577707,,83.90611539096122,,307.97801250093494,,6.752086122214795,,451.66061590045604,,639.7431751347565,,1404.3769644262961,,96.69541217787899,,461.98315015455285,,529.0171974824558,,1081.6627441177275,,1289.1345750875382,,644145,549843,553749,1747737,1730431.7640001336,1600470.57151265,1611840.0679913335,4942742.403504116,314.73009862314973,,451.66061590045604,,529.0171974824558,,1289.1345750875382,,488.60132209851776,,821.4356023454988,,955.3375220225332,,737.6021535777627,,0.1818795199965628,,0.2822048864501012,,0.32820700265983227,,0.2608136273040685,,0.13572609686328432,,0.24043856325548627,,0.34660917880559583,,58.91398603157326,,113.0830010997939,,134.80232721680449,,39.08335461609418,,36.77754420631702,,52.09800364210588,,58.0307516163007,,62.021100188253,,109.87027966927474,,130.97255332221968,,35.329762758936525,,32.97035340718411,,56.449387746117864,,62.97135701805146,
1889,256.5389728446355,,6.080297397769502,,394.65856926898175,,579.9326049515709,,1237.2104444629576,,78.070016740069,,89.5,,85.3,,88.18082194963354,,85.13293643845958,,328.6011500404461,,6.793628377396091,,462.6712418159223,,657.6629613214678,,1453.2688477829088,,98.88057363642189,,481.05203131514895,,545.5290852130099,,1138.3298708265359,,1337.120412438029,,648808,555672,561723,1766203,1744249.2240000002,1614196.101451265,1631773.9182386526,4990219.243689918,335.3947784178422,,462.6712418159223,,545.5290852130099,,1337.120412438029,,516.9399551451928,,832.6337152419454,,971.1709956918445,,757.0593031707166,,0.1922860413540549,,0.28662641509290687,,0.33431658584288293,,0.2679482297553969,,0.15056292795140436,,0.24449233207424959,,0.35540009462680583,,62.803360078130254,,110.19845596107427,,132.87471072686427,,35.75495729194838,,37.99261483437316,,56.991143415216705,,57.22849456813808,,66.00389216737771,,107.18073659664739,,129.23601557359726,,32.09431226443598,,34.399830510130315,,61.58186094183114,,61.83908977781802,
1890,249.99585098661984,,6.918959107806676,,375.7876996786328,,608.240876501393,,1240.9433862744522,,83.92237488243306,,95.7,,86.7,,92.77086675699618,,89.00809988100599,,297.88939044782666,,7.2298423279066615,,433.4344863652051,,655.6378071734717,,1394.1915263144103,,100.23662374299914,,508.0042527583939,,547.5902840156265,,1140.706762531453,,1281.576355473774,,652438,564463,571151,1788052,1755031.0680000011,1634605.6277947796,1653973.137159772,5043609.832954553,305.11923277573334,,433.4344863652051,,547.5902840156265,,1281.576355473774,,467.6601190852362,,767.8705005734744,,958.7487092128465,,716.7444545649533,,0.17385403503052582,,0.26516150378727416,,0.33107568177071905,,0.25409902786295124,,0.14638761374589315,,0.22989502378356666,,0.36774531752424566,,61.724278353016814,,104.35498730093859,,139.4191835137551,,38.908811104490184,,38.47478821863993,,59.148374169234984,,57.509855782548584,,64.72496108229058,,101.64757855287515,,135.80206154521446,,35.54753296542935,,35.12331795784394,,63.67585141108096,,61.83639221169828,
1891,247.96254674656586,,7.2684014869888305,,380.94990500349354,,623.364285056256,,1259.5451382933043,,88.17996719489865,,105,,87.1,,92.73303959065532,,90.11508267093926,,281.20054320105356,,6.922287130465553,,437.3707290510833,,672.2137954368015,,1397.707354819404,,101.45204012294323,,521.9122449333128,,562.8115364676406,,1158.093098170361,,1285.1268221094672,,656534,573783,581131,1811448,1767079.14,1656970.1652024635,1678189.714707952,5102239.019910416,288.12283033151914,,437.3707290510833,,562.8115364676406,,1285.1268221094672,,438.8543934229136,,762.2580819771295,,968.4761894781739,,709.4472610361805,,0.1630503262754373,,0.2639581196066022,,0.33536824325346565,,0.25187507231521883,,0.14443662564742557,,0.22990752217735053,,0.37145042636895037,,60.80769067208639,,103.8490650457102,,140.47719967299923,,39.87775239966058,,39.048991284250526,,58.553912493406926,,59.29748468257956,,63.634796584728406,,101.29091801664782,,137.01678016092845,,36.69522271546457,,35.96388634339949,,62.823792923142044,,63.44361838258635,
1892,240.5746278211404,,7.408178438661692,,360.33312083137866,,600.819077479819,,1209.1350045709999,,79.57800552160961,,123.5,,83.5,,86.10617899159577,,84.10709822490736,,302.31296480006876,,5.9985250515479285,,431.53667165434575,,697.7653456652174,,1437.61350717118,,102.66298142466202,,498.15609605515704,,578.5369898991553,,1106.4720231463377,,1315.5512988779687,,659329,582086,590099,1831514,1775636.9520000024,1668063.1604570695,1691025.7297419219,5134725.842198994,308.31148985161667,,431.53667165434575,,578.5369898991553,,1315.5512988779687,,467.61402858302404,,741.3623960279851,,980.4066604063985,,718.2862368936129,,0.17363430599050536,,0.258705234840208,,0.34212193210534386,,0.25620672637793096,,0.13965850732070242,,0.21601887109157367,,0.3552986018559953,,62.25714451457287,,102.46766375113748,,139.73666561391664,,38.749065681006336,,39.8593532039734,,60.75784519277846,,58.71468224523723,,64.81032792708092,,100.24633760214454,,136.70741035486105,,35.94975908495327,,37.07084754574288,,64.65106803631942,,62.47409117407651,
1893,227.74320109738295,,6.709293680297382,,342.56827331939866,,609.0489325293161,,1186.069700626395,,75.36182453580662,,151.3,,79.4,,88.68096733695836,,83.240740308487,,302.199691289554,,4.4344307206195515,,431.44618805969606,,686.7865234432226,,1424.8668335130922,,103.1597304610739,,505.8892020682422,,570.4597246284318,,1082.909970165321,,1300.9374570097502,,664522,592637,601365,1858524,1790665.968000003,1687209.6743672665,1712057.8799937759,5189933.522361046,306.63412201017354,,431.44618805969606,,570.4597246284318,,1300.9374570097502,,461.43562140933415,,728.01088703489,,948.6081242314265,,699.9842116699866,,0.17124026897805714,,0.2557158097267881,,0.3332011909728809,,0.2506655338463598,,0.13093033484047312,,0.20303835292306974,,0.35574085411851275,,60.55099950906055,,99.20514539667639,,144.3753609734354,,41.95436994414714,,40.14562051118281,,61.036148142260735,,59.091458146815185,,62.74942078322447,,97.30777102361911,,141.61407163792208,,39.53260468671425,,37.63631007254512,,64.4855186005582,,62.500746208307746,
1894,226.07922348653992,,7.757620817843848,,389.5581857236939,,606.0756598817126,,1229.47068990979,,76.17138648610249,,125,,81.5,,83.36385436890029,,81.52883431555274,,296.8033456077213,,6.206096654275078,,477.9855039554526,,727.0245173642248,,1508.0194635816738,,104.3231652192791,,501.7524946624335,,601.8825526493616,,1125.1475246905109,,1380.060851030558,,669365,603026,612487,1884878,1804768.2240000044,1705791.5349890438,1732554.0522147212,5243113.811203769,303.0094422619964,,477.9855039554526,,601.8825526493616,,1380.060851030558,,452.681933268092,,792.644933975405,,982.6862490948569,,732.1751598939337,,0.16789382605064954,,0.28021331689779,,0.3473961183952536,,0.263213979464182,,0.12956613552632185,,0.2283738532716989,,0.349816306802646,,58.522614197304414,,108.22063387574099,,137.23549133984687,,39.80676689056277,,39.85809821379313,,54.07713122850502,,59.13845987592963,,60.37697099580053,,106.42072065492283,,134.95300632398855,,37.629118276152965,,37.63424758005745,,56.73422489928196,,62.162306712183714,
1895,230.5685436057125,,7.617843866170986,,355.161070704356,,616.0750417661914,,1209.422499942431,,73.11041463779652,,143.7,,77.4,,83.56892215861066,,79.7381885637075,,315.3703131735673,,5.301213546395955,,458.86443243456847,,737.2059203981405,,1516.7418795526721,,104.9763526802784,,511.09868908591295,,611.5894232976548,,1104.4461472621526,,1385.0905910406357,,674315,613664,623883,1911862,1819174.98,1730874.9527357079,1759698.2357407503,5309748.168476458,320.67152671996325,,458.86443243456847,,611.5894232976548,,1385.0905910406357,,475.5515252070075,,747.7453988413341,,980.2950606085674,,724.472054489621,,0.1762730524800661,,0.2651054784225269,,0.34755358099237077,,0.26085805712289817,,0.13093099349458043,,0.20519164029903583,,0.3501026649076867,,61.145727113253,,100.18592371949515,,141.81220569918798,,40.34014764053723,,39.940081073684034,,61.03225367712478,,58.145061754599126,,62.946537015682615,,98.64817211462251,,139.63553318065112,,38.374845599440576,,37.95951099481623,,63.80912658223712,,60.790464527742856,
1896,244.51771284165739,,6.359851301115226,,392.3095597739647,,636.3874441593027,,1279.5745680760401,,73.3337191001133,,128.1,,83,,82.6289196001637,,80.92255300410496,,333.43149078236183,,4.964755114063409,,472.662120209596,,770.1751968181876,,1581.2335629242086,,106.92690195467186,,529.4605422046309,,640.7690488592349,,1172.6476661213683,,1449.0987031290072,,680268,625378,636394,1942040,1836305.4120000058,1755406.5372358123,1786327.9294405105,5378039.878676329,338.3962458964252,,472.662120209596,,640.7690488592349,,1449.0987031290072,,497.44548603848074,,755.802283114526,,1006.8747487550714,,746.1734583886054,,0.18428102628519843,,0.26926077246692004,,0.35870740097532255,,0.2694473703838855,,0.13662082707120607,,0.22348644114754362,,0.3562545452438979,,61.07625637756778,,103.89075899722882,,137.783797688815,,38.44014091271218,,39.22980567907972,,58.78892113897919,,57.79350698570546,,62.65754646294946,,102.49617404777591,,135.93424713792905,,36.68491025302614,,37.461518885707086,,61.131595442521856,,60.11659030961399,
1897,235.87006779471824,,7.757620817843848,,405.5270531540063,,639.0172858670562,,1288.1720276336246,,73.06089301928854,,172.9,,83.8,,78.82727729719717,,79.42341165306132,,322.84038429758454,,4.486767390308761,,483.9224977971436,,810.6550267590904,,1621.904676244127,,106.08675580466074,,532.9305300623955,,676.0737505281623,,1182.0852718289639,,1488.3335369583071,,686350,637385,649228,1972963,1853803.6320000063,1783296.5365351618,1816431.2681058543,5453531.436641023,327.3271516878933,,483.9224977971436,,676.0737505281623,,1488.3335369583071,,476.9099609352274,,759.2310735225077,,1041.350266051622,,754.3646469590698,,0.1765705633744773,,0.2713640092283115,,0.37219891685368384,,0.2729118836573558,,0.1314204397958377,,0.22740303973332504,,0.351798219446758,,59.24492327665754,,106.1911019577581,,137.0072322631194,,39.15897998046089,,38.98558087294727,,55.79085458612592,,58.42578625461139,,60.63060905368339,,104.91202754388542,,135.35697680788383,,37.576076158747206,,37.44422816887665,,57.79185711411515,,60.48813751817428,
